objectid,lga_code_2022,lga_name_2022,area_albers_sqkm,asgs_loci_uri_2022,psh_dwl_1415,psh_val_1415,pxh_dwl_1415,pxh_val_1415,ptot_dwl_1415,pdwl_val_1415,totdwl_dwl_1415,totdwl_val_1415,nonres_val_1415,res_val_1415,tbld_val_1415,psh_dwl_1516,psh_val_1516,pxh_dwl_1516,pxh_val_1516,ptot_dwl_1516,pdwl_val_1516,totdwl_dwl_1516,totdwl_val_1516,nonres_val_1516,res_val_1516,tbld_val_1516,psh_dwl_1617,psh_val_1617,pxh_dwl_1617,pxh_val_1617,ptot_dwl_1617,pdwl_val_1617,totdwl_dwl_1617,totdwl_val_1617,nonres_val_1617,res_val_1617,tbld_val_1617,psh_dwl_1718,psh_val_1718,pxh_dwl_1718,pxh_val_1718,ptot_dwl_1718,pdwl_val_1718,totdwl_dwl_1718,totdwl_val_1718,nonres_val_1718,res_val_1718,tbld_val_1718,psh_dwl_1819,psh_val_1819,pxh_dwl_1819,pxh_val_1819,ptot_dwl_1819,pdwl_val_1819,totdwl_dwl_1819,totdwl_val_1819,nonres_val_1819,res_val_1819,tbld_val_1819,psh_dwl_1920,psh_val_1920,pxh_dwl_1920,pxh_val_1920,ptot_dwl_1920,pdwl_val_1920,totdwl_dwl_1920,totdwl_val_1920,nonres_val_1920,res_val_1920,tbld_val_1920,psh_dwl_2021,psh_val_2021,pxh_dwl_2021,pxh_val_2021,ptot_dwl_2021,pdwl_val_2021,totdwl_dwl_2021,totdwl_val_2021,nonres_val_2021,res_val_2021,tbld_val_2021,psh_dwl_2122,psh_val_2122,pxh_dwl_2122,pxh_val_2122,ptot_dwl_2122,pdwl_val_2122,totdwl_dwl_2122,totdwl_val_2122,nonres_val_2122,res_val_2122,tbld_val_2122,psh_dwl_2223,psh_val_2223,pxh_dwl_2223,pxh_val_2223,ptot_dwl_2223,pdwl_val_2223,totdwl_dwl_2223,totdwl_val_2223,nonres_val_2223,res_val_2223,tbld_val_2223,globalid,Shape__Area,Shape__Length
439,54900,Lake Grace,11886.3198,https://linked.data.gov.au/dataset/asgsed3/LGA2022/54900,3.0,0.889286,,,3.0,0.889286,7.0,1.989286,2.324856,2.004286,4.329142,1.0,0.474393,,,1.0,0.474393,4.0,1.302789,1.858768,1.319289,3.178057,1.0,0.427219,,,1.0,0.427219,1.0,0.427219,0.3,0.661366,0.961366,5.0,1.691681,,,5.0,1.691681,5.0,1.691681,0.385,1.767181,2.152181,1.0,0.149898,,,1.0,0.149898,1.0,0.149898,0.719971,0.313476,1.033447,2.0,0.581452,,,2.0,0.581452,2.0,0.601452,1.026918,0.601452,1.62837,6.0,1.567741,,,6.0,1.567741,7.0,2.054321,2.474206,2.389123,4.863329,1.0,0.367591,,,1.0,0.367591,1.0,0.367591,0.542158,0.411591,0.953749,2.0,0.860325,,,2.0,0.860325,2.0,0.929625,0.889839,1.004935,1.894774,1543d112-b6d7-4b07-ac8b-947e58326a55,1.14760963962681,6.42807448176943
440,54970,Laverton,179993.971,https://linked.data.gov.au/dataset/asgsed3/LGA2022/54970,,,,,,,18.0,5.76789,0.09,5.76789,5.85789,1.0,0.24,,,1.0,0.24,7.0,2.597136,,2.597136,2.597136,,,,,,,2.0,0.7756,0.14115,0.7756,0.91675,1.0,0.404865,,,1.0,0.404865,1.0,0.404865,21.75572,0.404865,22.160585,1.0,0.25,,,1.0,0.25,1.0,0.25,6.5,0.262,6.762,,,,,,,0.0,0.014,,0.014,0.014,,0.0105,,,,0.0105,,0.0105,8.944931,0.0105,8.955431,,,,,,,4.0,1.832566,6.265615,1.832566,8.098181,,,,,,,,,15.880816,,15.880816,305440f4-45d4-4e5c-9a8f-222d9714628a,16.4971402185713,21.4276491690457
441,55040,Leonora,31915.0562,https://linked.data.gov.au/dataset/asgsed3/LGA2022/55040,0.0,0.1346,,,0.0,0.1346,0.0,0.1346,0.817928,0.1635,0.981428,0.0,0.012,,,0.0,0.012,0.0,0.012,5.132,0.012,5.144,0.0,0.036,,,0.0,0.036,0.0,0.036,0.16,0.036,0.196,3.0,0.915,,,3.0,0.915,3.0,0.915,0.518686,0.9582,1.476886,0.0,0.185687,,,0.0,0.185687,0.0,0.863262,12.249225,0.914742,13.163967,,,,,,,,,2.0655,0.041542,2.107042,,,,,,,,,2.096166,0.015,2.111166,,,,,,,,,16.819952,0.092549,16.912501,2.0,0.80906,8.0,5.162,10.0,5.97106,10.0,6.200115,40.606855,6.258115,46.86497,1df432ed-4a42-47dd-b230-2b033b5aeaed,2.93370105900249,11.3599564124318
442,55110,Mandurah,174.8968,https://linked.data.gov.au/dataset/asgsed3/LGA2022/55110,1336.0,347.973008,80.0,13.000361,1416.0,360.973369,1433.0,364.041211,97.237051,366.821935,464.058986,1099.0,297.367781,81.0,15.068858,1180.0,312.436639,1180.0,312.545786,498.298051,315.494445,813.792496,798.0,219.135251,70.0,12.328373,868.0,231.463624,872.0,232.356906,50.552394,236.221047,286.773441,636.0,178.58035,99.0,22.090007,735.0,200.670357,751.0,203.671281,85.269978,207.056351,292.326329,558.0,158.792958,18.0,2.5005,576.0,161.293458,576.0,161.332108,59.675243,165.303429,224.978672,514.0,155.16062,32.0,8.338071,546.0,163.498691,546.0,163.659437,51.107165,168.203801,219.310966,1237.0,344.568243,11.0,3.470975,1248.0,348.039218,1254.0,349.805385,94.355684,357.416744,451.772428,872.0,277.365681,,,872.0,277.365681,872.0,277.418085,88.039369,285.634058,373.673427,843.0,304.432215,4.0,2.175925,847.0,306.60814,847.0,306.76509,66.286445,313.193668,379.480113,18c7e98b-138c-4945-800e-ce358f3adac1,0.0168067311246887,1.33691639633217
443,55180,Manjimup,7029.6076,https://linked.data.gov.au/dataset/asgsed3/LGA2022/55180,25.0,7.707026,,,25.0,7.707026,25.0,7.707026,3.747726,9.855792,13.603518,44.0,12.705142,4.0,0.68535,48.0,13.390492,48.0,13.390492,3.681314,15.032783,18.714097,32.0,9.18008,11.0,1.4,43.0,10.58008,43.0,10.634295,58.737697,13.091667,71.829364,30.0,8.830481,1.0,1.1,31.0,9.930481,61.0,13.930481,10.119708,14.706656,24.826364,20.0,7.78337,,,20.0,7.78337,30.0,10.315067,9.912922,11.823381,21.736303,12.0,4.613354,,,12.0,4.613354,12.0,4.778354,2.949236,6.533825,9.483061,64.0,19.51976,,,64.0,19.51976,64.0,19.51976,8.767714,21.843515,30.611229,30.0,11.088542,,,30.0,11.088542,35.0,13.087327,2.345689,15.695838,18.041527,23.0,10.070667,,,23.0,10.070667,24.0,10.680902,12.904618,13.03581,25.940428,79d02973-c216-41c8-9650-37920c984309,0.690463642485611,5.21954884347368
444,55250,Meekatharra,100188.5478,https://linked.data.gov.au/dataset/asgsed3/LGA2022/55250,,,,,,,2.0,1.23354,7.449893,1.23354,8.683433,12.0,4.699998,,,12.0,4.699998,12.0,4.699998,0.814209,4.699998,5.514207,0.0,0.019,,,0.0,0.019,0.0,0.019,,0.0495,0.0495,,,,,,,6.0,1.963398,0.134509,2.117907,2.252416,,,,,,,,,2.083756,,2.083756,,0.08,,,,0.08,,0.08,,0.11,0.11,,,,,,,,,0.278354,0.058,0.336354,,,,,,,,,0.41,0.019996,0.429996,1.0,0.12,,,1.0,0.12,3.0,1.404482,,1.424382,1.424382,92419ddc-31b2-46bb-a0ba-fd594d2a5222,8.97087135040647,16.1541767364491
445,55320,Melville,52.8505,https://linked.data.gov.au/dataset/asgsed3/LGA2022/55320,299.0,182.963289,89.0,28.648658,388.0,211.611947,403.0,214.889798,77.654364,221.545044,299.199408,290.0,185.435777,69.0,17.990534,359.0,203.426311,359.0,203.426311,104.460191,208.226202,312.686393,274.0,166.482043,333.0,171.32121,607.0,337.803253,645.0,345.749777,42.61383,350.427819,393.041649,321.0,181.245674,777.0,354.543399,1098.0,535.789073,1098.0,535.800253,92.46905,542.092478,634.561528,326.0,179.309684,224.0,80.856183,550.0,260.165867,552.0,260.605868,35.797909,266.21971,302.017619,399.0,195.850227,189.0,58.838482,588.0,254.688709,596.0,256.332836,69.372894,262.167813,331.540707,490.0,257.303878,553.0,208.258582,1043.0,465.56246,1046.0,466.543277,355.818908,470.737549,826.556457,391.0,250.694544,685.0,423.960325,1076.0,674.654869,1089.0,677.494735,142.564665,681.932508,824.497173,255.0,200.007316,171.0,112.841855,426.0,312.849171,426.0,312.868041,101.033626,319.297592,420.331218,e1817819-be5f-411d-8883-50aacb3ef862,0.00504649475510632,0.424880339640685
446,55390,Menzies,124115.424,https://linked.data.gov.au/dataset/asgsed3/LGA2022/55390,0.0,0.01,,,0.0,0.01,0.0,0.085499,0.147451,0.095499,0.24295,1.0,0.038,,,1.0,0.038,1.0,0.038,0.058,0.038,0.096,,,,,,,,,,,,,,,,,,10.0,10.978063,0.267238,10.978063,11.245301,,,,,,,,,,0.04775,0.04775,2.0,0.546187,,,2.0,0.546187,4.0,1.585227,0.982791,1.615207,2.597998,1.0,0.263241,,,1.0,0.263241,1.0,0.278241,0.27,0.297241,0.567241,4.0,0.4,,,4.0,0.4,4.0,0.4,0.645,0.4,1.045,1.0,0.169535,,,1.0,0.169535,1.0,0.169535,17.292002,0.169535,17.461537,62aac974-01c6-4cc3-a1d7-6a9b2b0cd624,11.5546331692242,25.7299742145038
447,55460,Merredin,3293.7824,https://linked.data.gov.au/dataset/asgsed3/LGA2022/55460,8.0,1.674158,,,8.0,1.674158,8.0,1.674158,3.711514,1.698158,5.409672,8.0,2.242896,,,8.0,2.242896,8.0,2.242896,0.31277,2.463436,2.776206,3.0,1.245783,,,3.0,1.245783,6.0,2.069718,18.343054,2.288475,20.631529,3.0,1.621136,28.0,4.0,31.0,5.621136,32.0,5.988389,1.930046,6.2399,8.169946,6.0,1.947235,,,6.0,1.947235,7.0,2.314487,3.801814,2.566685,6.368499,2.0,0.938242,,,2.0,0.938242,2.0,0.938242,1.559844,1.12494,2.684784,2.0,1.962588,,,2.0,1.962588,2.0,1.962588,2.28885,2.257246,4.546096,1.0,0.528516,,,1.0,0.528516,1.0,0.528516,0.882234,0.837866,1.7201,1.0,0.650598,,,1.0,0.650598,1.0,0.650598,0.642,0.959499,1.601499,018833c6-e897-4d9c-b36a-4acafaa3d8e3,0.312742075669803,3.11859250339283
448,55530,Mingenew,1934.8857,https://linked.data.gov.au/dataset/asgsed3/LGA2022/55530,0.0,0.200119,,,0.0,0.200119,0.0,0.200119,0.239,0.655909,0.894909,3.0,1.133521,,,3.0,1.133521,3.0,1.133521,0.1,1.151521,1.251521,0.0,0.677,,,0.0,0.677,0.0,0.677,,0.776185,0.776185,1.0,0.217,,,1.0,0.217,1.0,0.217,,0.25515,0.25515,1.0,0.232738,,,1.0,0.232738,1.0,0.232738,0.654388,0.395251,1.049639,0.0,0.0155,,,0.0,0.0155,0.0,0.0155,,0.0255,0.0255,2.0,0.744283,,,2.0,0.744283,2.0,0.744283,0.368314,0.805319,1.173633,9.0,3.808036,,,9.0,3.808036,9.0,3.808036,3.555173,4.007287,7.56246,6.0,2.301392,,,6.0,2.301392,6.0,2.301392,3.133827,2.731735,5.865562,9aa6dea7-8c3a-4b1b-90c2-6f47d6cd120c,0.179430764043673,2.08175361162352
449,55600,Moora,3763.0254,https://linked.data.gov.au/dataset/asgsed3/LGA2022/55600,6.0,2.195446,,,6.0,2.195446,6.0,2.195446,0.782116,2.284776,3.066892,6.0,1.568417,,,6.0,1.568417,6.0,1.579876,0.232232,1.785394,2.017626,5.0,1.553552,,,5.0,1.553552,5.0,1.553552,3.089345,1.801146,4.890491,2.0,0.5358,,,2.0,0.5358,2.0,0.5358,1.3,0.894621,2.194621,6.0,1.355741,,,6.0,1.355741,6.0,1.355741,1.522406,1.488364,3.01077,6.0,2.816921,,,6.0,2.816921,6.0,2.816921,8.73465,3.024735,11.759385,3.0,1.396935,,,3.0,1.396935,3.0,1.396935,2.869705,1.635573,4.505278,3.0,0.646195,,,3.0,0.646195,3.0,0.646195,0.52348,0.8071,1.33058,1.0,1.776597,,,1.0,1.776597,1.0,1.776597,1.41384,1.968782,3.382622,851c7360-81b1-4205-8e14-b48ad02f37cf,0.353578498088382,3.20250531109647
450,55670,Morawa,3510.5929,https://linked.data.gov.au/dataset/asgsed3/LGA2022/55670,1.0,0.410988,,,1.0,0.410988,1.0,0.410988,0.329852,0.410988,0.74084,0.0,0.054,,,0.0,0.054,0.0,0.054,,0.0655,0.0655,,,,,,,,,,,,2.0,0.59651,,,2.0,0.59651,2.0,0.59651,1.3338,0.659639,1.993439,1.0,0.403075,,,1.0,0.403075,1.0,0.403075,0.114,0.403075,0.517075,,,,,,,,,,,,,,,,,,,,0.644546,,0.644546,0.0,2.227809,,,0.0,2.227809,0.0,2.320011,0.62063,2.409687,3.030317,1.0,2.753203,,,1.0,2.753203,1.0,2.846334,2.090825,2.999894,5.090719,07fcfd26-a921-498c-b2a9-e730700f3bb9,0.325271607208606,3.10379097670123
451,55740,Mosman Park,4.3472,https://linked.data.gov.au/dataset/asgsed3/LGA2022/55740,12.0,27.677335,,,12.0,27.677335,12.0,27.677335,1.043655,27.977335,29.02099,39.0,42.147373,,,39.0,42.147373,39.0,42.147373,1.469,42.313873,43.782873,25.0,29.959264,,,25.0,29.959264,25.0,29.959264,0.23846,30.003782,30.242242,28.0,38.490439,,,28.0,38.490439,28.0,38.490439,6.945,38.510439,45.455439,26.0,31.934723,,,26.0,31.934723,26.0,31.934723,27.43661,31.969078,59.405688,38.0,59.608295,34.0,11.2,72.0,70.808295,72.0,70.808295,4.541316,70.818295,75.359611,25.0,34.805911,26.0,7.15,51.0,41.955911,51.0,41.955911,0.217,42.397674,42.614674,14.0,17.954771,55.0,21.222186,69.0,39.176957,69.0,39.176957,0.937186,43.607435,44.544621,9.0,18.263688,2.0,1.1,11.0,19.363688,11.0,19.363688,11.972931,21.599545,33.572476,8b96d8bc-c7e5-4a21-88dc-b3555b45f25c,0.000414970562815142,0.0936498943073383
452,55810,Mount Magnet,13858.1182,https://linked.data.gov.au/dataset/asgsed3/LGA2022/55810,,,,,,,2.0,0.78694,0.181526,0.78694,0.968466,,,,,,,1.0,0.348601,0.184141,0.348601,0.532742,0.0,0.069152,,,0.0,0.069152,0.0,0.069152,1.054986,0.083152,1.138138,,,,,,,,,,0.01,0.01,,,,,,,,,,,,,,,,,,,,,0.125,0.125,1.0,0.45,,,1.0,0.45,1.0,0.45,0.591486,0.45,1.041486,,,,,,,,,0.2735,0.029861,0.303361,0.0,0.131205,,,0.0,0.131205,0.0,0.131205,1.982316,0.148205,2.130521,6bbac5c5-96e6-4624-ba5b-a0c23413d15a,1.27411909327611,7.31270908539029
453,55880,Mount Marshall,10184.5937,https://linked.data.gov.au/dataset/asgsed3/LGA2022/55880,,,,,,,,,0.366852,,0.366852,,,,,,,,,0.20395,,0.20395,,,,,,,,,,,,1.0,0.320213,,,1.0,0.320213,1.0,0.320213,2.320181,0.332213,2.652394,2.0,0.451,,,2.0,0.451,3.0,0.6885,,0.7035,0.7035,0.0,0.03815,,,0.0,0.03815,2.0,0.925814,0.2805,0.977214,1.257714,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6c4ed205-1b5d-4070-afc5-cbb6f35cd291,0.953966505330527,5.86365875573644
454,55950,Mukinbudin,3426.944,https://linked.data.gov.au/dataset/asgsed3/LGA2022/55950,0.0,0.11,,,0.0,0.11,3.0,0.81668,,0.81668,0.81668,,,,,,,,,,,,,,,,,,,,0.165,,0.165,,,,,,,,,2.587905,,2.587905,,,,,,,5.0,1.301373,0.096,1.301373,1.397373,2.0,0.495719,,,2.0,0.495719,4.0,1.373589,1.726977,1.416589,3.143566,,,,,,,,,,,,1.0,0.333807,,,1.0,0.333807,1.0,0.333807,0.1,0.385807,0.485807,1.0,0.623675,,,1.0,0.623675,1.0,0.623675,0.31143,0.683675,0.995105,7c0987d0-e8f8-43e9-80a4-735a2bb1f3e3,0.322430261157706,2.87238206173261
455,56090,Mundaring,643.2012,https://linked.data.gov.au/dataset/asgsed3/LGA2022/56090,234.0,73.757194,14.0,1.296402,248.0,75.053596,253.0,75.953017,14.786431,86.978061,101.764492,175.0,51.028998,7.0,2.687252,182.0,53.71625,183.0,54.041109,25.70349,63.135455,88.838945,120.0,45.21623,,,120.0,45.21623,120.0,45.21623,30.026835,56.100877,86.127712,56.0,29.055857,,,56.0,29.055857,56.0,29.055857,9.87735,39.521168,49.398518,99.0,32.915111,,,99.0,32.915111,99.0,33.124294,10.035009,44.157815,54.192824,105.0,32.624621,,,105.0,32.624621,106.0,32.904629,6.409235,40.061395,46.47063,189.0,63.186586,,,189.0,63.186586,189.0,63.186586,12.10427,77.289499,89.393769,132.0,46.689995,,,132.0,46.689995,132.0,46.689995,8.187247,57.718157,65.905404,97.0,40.624203,,,97.0,40.624203,97.0,40.783925,40.744891,51.896516,92.641407,193af22b-1c35-4237-a752-c6d6601957a2,0.0613201319793006,1.79718026953246
456,56160,Murchison,45046.0922,https://linked.data.gov.au/dataset/asgsed3/LGA2022/56160,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,e867adff-ed41-4cf4-b9e3-ebed6b5f2693,4.08737924189882,13.0539219858257
457,56230,Murray,1703.4688,https://linked.data.gov.au/dataset/asgsed3/LGA2022/56230,227.0,59.277965,1.0,0.03,228.0,59.307965,228.0,59.358765,9.461939,61.487982,70.949921,161.0,43.138313,1.0,1.145265,162.0,44.283578,162.0,44.298578,8.850791,45.85882,54.709611,122.0,30.916287,5.0,0.666681,127.0,31.582968,127.0,31.582968,26.603592,33.521179,60.124771,118.0,30.201498,,,118.0,30.201498,118.0,30.201498,9.085304,31.978936,41.06424,129.0,35.754489,,,129.0,35.754489,132.0,36.349081,7.333378,38.607914,45.941292,105.0,29.510054,1.0,0.048,106.0,29.558054,106.0,29.558054,42.549082,30.916271,73.465353,242.0,70.620897,5.0,0.679999,247.0,71.300896,247.0,71.463245,30.004187,74.432815,104.437002,175.0,56.564186,,,175.0,56.564186,175.0,56.564186,25.321724,62.24496,87.566684,216.0,86.16877,12.0,4.4,228.0,90.56877,228.0,90.608937,23.948329,96.698636,120.646965,d9fce655-ad0f-4770-aa3c-e94d27e3dce5,0.16367716001082,2.38525696133505
458,56300,Nannup,3053.9361,https://linked.data.gov.au/dataset/asgsed3/LGA2022/56300,16.0,4.212883,,,16.0,4.212883,16.0,4.212883,0.084716,5.321884,5.4066,14.0,3.129905,,,14.0,3.129905,14.0,3.129905,0.745293,3.758527,4.50382,13.0,3.180545,3.0,1.25,16.0,4.430545,16.0,4.430545,0.72399,4.680711,5.404701,14.0,3.724382,,,14.0,3.724382,14.0,3.724382,1.0161,4.268538,5.284638,12.0,3.078554,,,12.0,3.078554,12.0,3.078554,0.31,3.705342,4.015342,8.0,2.275243,,,8.0,2.275243,8.0,2.275243,0.14966,2.546923,2.696583,21.0,6.102227,,,21.0,6.102227,21.0,6.102227,0.11,6.646257,6.756257,12.0,2.751385,,,12.0,2.751385,12.0,2.771385,1.70565,3.308228,5.013878,9.0,3.303593,,,9.0,3.303593,9.0,3.303593,0.404705,4.052827,4.457532,0f5a58cf-62d1-4527-aa57-30ef8b7e88c3,0.298461672073245,2.78945046798349
459,56370,Narembeen,3809.0285,https://linked.data.gov.au/dataset/asgsed3/LGA2022/56370,,,,,,,,,,,,1.0,0.496351,,,1.0,0.496351,1.0,0.496351,,0.496351,0.496351,1.0,0.381466,,,1.0,0.381466,1.0,0.381466,1.25005,0.381466,1.631516,0.0,0.045,,,0.0,0.045,0.0,0.045,,0.06,0.06,1.0,0.257098,,,1.0,0.257098,1.0,0.257098,1.202,0.271398,1.473398,1.0,0.344143,,,1.0,0.344143,1.0,0.344143,0.14,0.356643,0.496643,4.0,1.416073,,,4.0,1.416073,4.0,1.416073,12.278294,1.416073,13.694367,2.0,0.568051,,,2.0,0.568051,2.0,0.568051,1.200431,0.664491,1.864922,,,,,,,,,1.186414,0.079,1.265414,c74bbd6b-3530-41d4-b568-80cb1730cdf2,0.363708350557772,3.10668631976492
460,56460,Narrogin,1631.3024,https://linked.data.gov.au/dataset/asgsed3/LGA2022/56460,7.0,2.687203,,,7.0,2.687203,10.0,3.633203,1.943141,3.99391,5.937051,10.0,2.948435,,,10.0,2.948435,10.0,2.948435,5.097151,3.101935,8.199086,7.0,3.1959,,,7.0,3.1959,7.0,3.1959,43.287617,3.591774,46.879391,18.0,5.613731,,,18.0,5.613731,19.0,6.022472,2.825395,6.450338,9.275733,8.0,2.45803,,,8.0,2.45803,8.0,2.47103,0.76454,2.866428,3.630968,4.0,1.010313,,,4.0,1.010313,4.0,1.055252,3.210465,1.299916,4.510381,6.0,2.664523,,,6.0,2.664523,6.0,2.664523,2.287936,3.233193,5.521129,7.0,2.000816,,,7.0,2.000816,7.0,2.000816,1.259388,2.181784,3.441172,3.0,1.355911,,,3.0,1.355911,5.0,2.905107,1.26995,3.333658,4.603608,92d44807-1f59-4c4e-9ad1-ce3a7c723b57,0.157387130535881,2.49916796748986
461,56580,Nedlands,19.6449,https://linked.data.gov.au/dataset/asgsed3/LGA2022/56580,107.0,132.573201,204.0,63.6,311.0,196.173201,311.0,196.173201,54.235681,197.651374,251.887055,67.0,111.203131,,,67.0,111.203131,67.0,111.712026,209.530327,113.626292,323.156619,81.0,131.466668,2.0,1.1,83.0,132.566668,83.0,132.566668,170.145365,134.973041,305.118406,47.0,60.689436,,,47.0,60.689436,47.0,64.180271,28.572279,68.7571,97.329379,55.0,70.324491,2.0,0.46532,57.0,70.789811,57.0,74.963301,69.378603,77.312894,146.691497,68.0,87.594626,7.0,3.697037,75.0,91.291663,76.0,91.711468,69.14436,92.583933,161.728293,117.0,126.666055,348.0,157.322671,465.0,283.988726,465.0,283.988726,109.375276,285.763187,395.138463,95.0,98.130502,231.0,108.788766,326.0,206.919268,326.0,206.919268,34.287293,211.04919,245.336483,70.0,94.429607,19.0,12.181282,89.0,106.610889,89.0,106.721089,27.840141,108.16164,136.001781,b7bd306b-806f-428c-994e-f3a9d63702fb,0.00187438266266327,0.3130134655809
462,56620,Ngaanyatjarraku,159815.9632,https://linked.data.gov.au/dataset/asgsed3/LGA2022/56620,,,,,,,4.0,12.757404,,12.757404,12.757404,,,2.0,0.910288,2.0,0.910288,9.0,7.515016,,7.515016,7.515016,,,,,,,,,0.634565,,0.634565,4.0,1.754148,,,4.0,1.754148,8.0,3.537648,,3.537648,3.537648,7.0,2.882919,,,7.0,2.882919,9.0,3.921961,2.277299,4.074961,6.35226,,,,,,,,,5.313925,0.0685,5.382425,,,,,,,,,0.051187,,0.051187,,,,,,,,,0.613982,,0.613982,,,,,,,,,40.877276,,40.877276,8249a7a6-312b-458d-a93e-8493f90136c5,14.3067165692623,15.2770824376856
463,56730,Northam,1431.2215,https://linked.data.gov.au/dataset/asgsed3/LGA2022/56730,89.0,23.944123,3.0,0.41732,92.0,24.361443,94.0,25.104108,2.602045,25.837413,28.439458,58.0,16.045123,,,58.0,16.045123,58.0,16.045123,16.299688,16.726248,33.025936,52.0,15.096404,,,52.0,15.096404,61.0,18.028424,78.776082,18.304464,97.080546,47.0,14.239711,1.0,0.028,48.0,14.267711,48.0,14.267711,46.713924,14.831576,61.5455,23.0,6.915773,1.0,0.04785,24.0,6.963623,24.0,6.963623,16.088032,8.135329,24.223361,33.0,10.324099,5.0,0.782,38.0,11.106099,38.0,11.267004,5.72449,12.688047,18.412537,74.0,23.245811,,,74.0,23.245811,74.0,23.245811,10.92542,24.789883,35.715303,55.0,19.243109,,,55.0,19.243109,59.0,20.91136,10.995861,22.615353,33.611214,50.0,19.621642,,,50.0,19.621642,51.0,20.873884,18.432922,23.703543,42.136465,d8e91884-c9b6-40c9-804b-ae726cb061ed,0.136137261366912,2.43889632374786
464,56790,Northampton,12543.7142,https://linked.data.gov.au/dataset/asgsed3/LGA2022/56790,14.0,4.531405,1.0,0.015,15.0,4.546405,15.0,4.546405,0.575348,4.883802,5.45915,17.0,5.75791,,,17.0,5.75791,17.0,5.75791,2.966733,6.017628,8.984361,15.0,5.293145,,,15.0,5.293145,15.0,5.293145,1.518298,6.732461,8.250759,17.0,4.066242,,,17.0,4.066242,17.0,4.066242,2.835,4.299601,7.134601,9.0,3.145268,,,9.0,3.145268,9.0,3.145268,5.190457,3.666313,8.85677,15.0,5.052128,,,15.0,5.052128,15.0,5.052128,5.765046,5.484419,11.249465,30.0,9.816089,1.0,0.05,31.0,9.866089,31.0,9.866089,1.164149,10.541515,11.705664,42.0,34.574247,,,42.0,34.574247,42.0,34.745522,20.834786,41.566831,62.401617,25.0,14.746504,,,25.0,14.746504,26.0,15.104499,4.83167,16.853531,21.685201,5b930fac-9b4e-429e-9b23-17cd5af2d2b1,1.1482110426482,5.76356732519342
465,56860,Nungarin,1166.0245,https://linked.data.gov.au/dataset/asgsed3/LGA2022/56860,,,,,,,1.0,0.273134,,0.273134,0.273134,1.0,0.25,,,1.0,0.25,3.0,0.545848,0.7,0.545848,1.245848,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.470143,,0.470143,0.0,0.07,,,0.0,0.07,0.0,0.07,0.210539,0.123198,0.333737,75ed1f87-34a4-4bdf-a676-e1ae51671f06,0.110291741457786,2.10169525373089
466,56930,Peppermint Grove,1.0677,https://linked.data.gov.au/dataset/asgsed3/LGA2022/56930,6.0,23.860057,,,6.0,23.860057,6.0,23.860057,10.75,25.168975,35.918975,9.0,25.3669,,,9.0,25.3669,9.0,25.3669,1.3535,27.270898,28.624398,8.0,17.865846,3.0,3.5,11.0,21.365846,11.0,21.365846,13.2187,21.611421,34.830121,4.0,4.872592,,,4.0,4.872592,4.0,4.872592,0.53,6.973917,7.503917,4.0,7.11822,,,4.0,7.11822,4.0,7.11822,2.727223,7.24572,9.972943,3.0,8.965124,,,3.0,8.965124,3.0,8.965124,0.823475,9.919472,10.742947,7.0,21.066557,,,7.0,21.066557,7.0,21.066557,7.265,21.562222,28.827222,1.0,5.708337,,,1.0,5.708337,1.0,5.708337,,5.708337,5.708337,0.0,1.11,,,0.0,1.11,0.0,1.11,,1.12955,1.12955,d8650d7a-3e29-4d3f-adea-883ec7113c21,0.000101887947039359,0.0496272287257846
467,57000,Perenjori,8301.3551,https://linked.data.gov.au/dataset/asgsed3/LGA2022/57000,,,,,,,2.0,0.342,0.09975,0.353,0.45275,1.0,0.188406,,,1.0,0.188406,1.0,0.188406,,0.188406,0.188406,,,,,,,,,,,,,,,,,,,,0.1052,,0.1052,1.0,0.269775,,,1.0,0.269775,1.0,0.269775,0.2,0.269775,0.469775,0.0,0.762,,,0.0,0.762,0.0,0.762,,0.842,0.842,0.0,0.012,,,0.0,0.012,0.0,0.012,0.30162,0.069622,0.371242,9.0,3.940179,,,9.0,3.940179,9.0,3.958079,2.888866,4.014131,6.902997,2.0,1.584121,,,2.0,1.584121,2.0,1.941802,2.6831,2.064477,4.747577,4218e6b2-9ef4-495d-82cc-c676c7cfbe92,0.77194000956797,5.14303734089519
